Image_name,mos
I11_02_03.png,0.354
I07_02_02.png,0.56
I03_02_03.png,0.34
I23_02_04.png,0.3
I25_02_05.png,0.26
I46_02_02.png,0.5
I74_02_03.png,0.366
I70_02_03.png,0.354
I63_02_03.png,0.314
I80_02_04.png,0.294
I28_02_02.png,0.64
I74_02_01.png,0.82
I62_02_01.png,0.76
I14_02_04.png,0.274
I31_02_02.png,0.646
I02_02_02.png,0.454
I01_02_03.png,0.306
I38_02_03.png,0.386
I53_02_04.png,0.294
I51_02_04.png,0.274
I23_02_01.png,0.774
I76_02_05.png,0.254
I71_02_05.png,0.254
I62_02_05.png,0.294
I08_02_01.png,0.854
I06_02_01.png,0.826
I35_02_03.png,0.38
I15_02_05.png,0.232
I42_02_03.png,0.326
I21_02_04.png,0.294
I51_02_02.png,0.496
I73_02_03.png,0.36
I64_02_05.png,0.286
I63_02_04.png,0.254
I42_02_04.png,0.32
I44_02_04.png,0.26
I81_02_02.png,0.514
I31_02_04.png,0.3
I72_02_05.png,0.226
I03_02_04.png,0.294
I71_02_03.png,0.354
I67_02_01.png,0.78
I72_02_04.png,0.254
I77_02_03.png,0.374
I66_02_05.png,0.274
I10_02_03.png,0.354
I75_02_04.png,0.32
I61_02_05.png,0.26
I69_02_01.png,0.806
I56_02_04.png,0.306
I53_02_01.png,0.878
I17_02_04.png,0.24
I44_02_01.png,0.866
I79_02_03.png,0.46
I17_02_03.png,0.274
I39_02_04.png,0.274
I40_02_03.png,0.3
I08_02_02.png,0.64
I57_02_05.png,0.252
I20_02_04.png,0.34
I40_03_05.png,0.234
I01_03_04.png,0.406
I34_03_03.png,0.58
I47_03_03.png,0.634
I48_03_04.png,0.496
I56_03_02.png,0.854
I26_03_03.png,0.6
I62_03_03.png,0.46
I49_03_02.png,0.894
I06_03_01.png,0.894
I29_03_04.png,0.466
I36_03_04.png,0.414
I69_03_01.png,0.9
I53_03_04.png,0.506
I63_03_02.png,0.766
I22_03_03.png,0.546
I55_03_05.png,0.314
I18_03_01.png,0.86
I66_03_01.png,0.926
I49_03_03.png,0.6
I28_03_02.png,0.886
I60_03_04.png,0.554
I76_03_02.png,0.766
I65_03_03.png,0.52
I29_03_01.png,0.954
I67_03_02.png,0.874
I45_03_05.png,0.32
I39_03_01.png,0.954
I05_03_02.png,0.78
I72_03_02.png,0.814
I50_03_01.png,0.92
I46_03_01.png,0.934
I68_03_03.png,0.486
I11_03_05.png,0.294
I17_03_03.png,0.454
I79_03_04.png,0.594
I62_03_04.png,0.36
I45_03_03.png,0.506
I64_03_01.png,0.934
I46_03_03.png,0.66
I42_03_02.png,0.886
I56_03_03.png,0.486
I24_03_05.png,0.366
I13_03_02.png,0.886
I75_03_04.png,0.406
I39_03_05.png,0.294
I64_03_04.png,0.434
I13_03_04.png,0.466
I78_03_03.png,0.574
I36_03_03.png,0.626
I17_03_02.png,0.74
I62_03_01.png,0.854
I27_03_04.png,0.3
I77_03_01.png,0.93
I74_03_01.png,0.914
I31_03_01.png,0.926
I09_03_04.png,0.334
I58_03_02.png,0.894
I66_03_04.png,0.446
I62_03_02.png,0.694
I69_03_05.png,0.374
I51_03_05.png,0.246
I51_03_02.png,0.806
I22_03_04.png,0.466
I44_03_05.png,0.314
I48_03_01.png,0.906
I50_03_05.png,0.306
I04_03_05.png,0.32
I32_03_02.png,0.746
I65_03_01.png,0.94
I81_03_03.png,0.52
I47_03_02.png,0.854
I58_03_01.png,0.914
I39_03_03.png,0.554
I38_03_01.png,0.934
I16_03_05.png,0.234
I60_03_03.png,0.626
I80_03_05.png,0.38
I59_03_02.png,0.854
I37_03_03.png,0.58
I25_03_04.png,0.58
I22_03_05.png,0.38
I34_03_05.png,0.34
I57_03_04.png,0.374
I41_03_04.png,0.48
I79_03_02.png,0.846
I80_03_03.png,0.626
I69_03_04.png,0.48
I08_03_05.png,0.366
I52_03_03.png,0.534
I11_03_02.png,0.714
I67_03_03.png,0.54
I04_03_04.png,0.386
I66_03_05.png,0.3
I60_03_02.png,0.94
I05_03_05.png,0.306
I43_03_01.png,0.94
I81_03_02.png,0.854
I70_03_02.png,0.9
I10_03_02.png,0.84
I73_03_03.png,0.674
I18_03_02.png,0.794
I56_03_01.png,0.926
I13_03_05.png,0.294
I22_03_02.png,0.866
I06_03_04.png,0.58
I53_03_02.png,0.86
I44_03_03.png,0.674
I06_03_02.png,0.854
I32_03_05.png,0.32
I35_03_01.png,0.94
I12_03_03.png,0.412
I08_03_02.png,0.866
I17_03_05.png,0.294
I49_03_01.png,0.946
I18_03_04.png,0.466
I15_03_02.png,0.74
I06_03_03.png,0.654
I63_03_01.png,0.9
I49_03_04.png,0.5
I43_03_02.png,0.894
I28_03_04.png,0.546
I21_03_04.png,0.38
I04_03_01.png,0.94
I50_03_03.png,0.554
I55_03_04.png,0.4
I03_03_04.png,0.446
I70_03_01.png,0.926
I24_03_03.png,0.606
I50_03_02.png,0.76
I68_03_04.png,0.4
I37_03_05.png,0.32
I40_03_03.png,0.446
I40_03_01.png,0.86
I10_03_05.png,0.28
I03_03_02.png,0.874
I03_03_01.png,0.92
I43_03_03.png,0.706
I02_03_04.png,0.36
I29_03_05.png,0.406
I23_03_04.png,0.554
I78_03_05.png,0.42
I32_03_01.png,0.914
I14_03_03.png,0.5
I45_03_02.png,0.76
I43_03_04.png,0.566
I52_03_05.png,0.32
I74_03_04.png,0.454
I65_03_02.png,0.8
I37_03_04.png,0.426
I77_03_05.png,0.314
I34_03_02.png,0.806
I46_03_02.png,0.82
I61_03_05.png,0.29
I46_03_04.png,0.4
I54_03_03.png,0.42
I01_03_03.png,0.54
I20_03_05.png,0.374
I80_03_01.png,0.9
I04_03_03.png,0.526
I02_03_03.png,0.466
I59_03_01.png,0.966
I15_03_03.png,0.4
I59_03_04.png,0.46
I24_03_02.png,0.8
I52_03_02.png,0.84
I08_03_03.png,0.646
I69_03_03.png,0.66
I63_03_04.png,0.366
I48_03_03.png,0.646
I16_03_03.png,0.406
I07_03_03.png,0.554
I77_03_04.png,0.414
I58_03_04.png,0.586
I52_03_04.png,0.354
I75_03_01.png,0.9
I31_03_05.png,0.314
I34_03_01.png,0.886
I71_03_01.png,0.894
I36_03_02.png,0.9
I67_03_01.png,0.9
I70_03_03.png,0.586
I42_03_03.png,0.614
I55_03_03.png,0.48
I09_03_02.png,0.734
I57_03_05.png,0.28
I14_03_05.png,0.29
I02_03_05.png,0.24
I30_03_03.png,0.74
I74_03_02.png,0.866
I37_03_01.png,0.914
I36_03_05.png,0.406
I65_03_05.png,0.3
I12_03_04.png,0.32
I75_03_05.png,0.36
I11_03_04.png,0.42
I01_03_02.png,0.794
I19_03_05.png,0.368
I71_03_04.png,0.406
I57_03_01.png,0.92
I58_03_05.png,0.454
I35_03_03.png,0.594
I10_03_03.png,0.58
I38_03_03.png,0.646
I53_03_03.png,0.68
I78_03_01.png,0.934
I51_03_01.png,0.954
I43_03_05.png,0.46
I30_03_05.png,0.466
I64_03_03.png,0.58
I68_03_05.png,0.28
I78_03_02.png,0.896
I30_03_02.png,0.94
I33_03_05.png,0.32
I70_03_04.png,0.434
I10_03_04.png,0.434
I19_03_01.png,0.914
I21_03_02.png,0.72
I45_03_01.png,0.92
I26_03_01.png,0.934
I68_03_01.png,0.914
I54_03_02.png,0.72
I21_03_03.png,0.446
I71_03_05.png,0.3
I32_03_03.png,0.554
I63_03_03.png,0.554
I79_03_01.png,0.906
I32_03_04.png,0.386
I25_03_03.png,0.62
I08_03_04.png,0.466
I05_03_04.png,0.374
I09_03_05.png,0.26
I48_03_02.png,0.854
I39_03_04.png,0.394
I52_03_01.png,0.94
I56_03_05.png,0.32
I66_03_03.png,0.566
I60_03_01.png,0.926
I81_03_01.png,0.96
I29_03_02.png,0.88
I30_03_04.png,0.6
I17_03_04.png,0.38
I23_03_01.png,0.986
I76_03_04.png,0.366
I29_03_03.png,0.7
I14_03_04.png,0.38
I18_03_05.png,0.314
I77_03_02.png,0.814
I01_03_05.png,0.3
I46_03_05.png,0.306
I02_03_02.png,0.754
I41_03_02.png,0.92
I45_03_04.png,0.38
I40_03_04.png,0.274
I72_03_03.png,0.586
I20_03_03.png,0.626
I36_03_01.png,0.94
I41_03_05.png,0.354
I72_03_01.png,0.906
I07_03_02.png,0.866
I13_03_01.png,0.88
I57_03_02.png,0.76
I51_03_03.png,0.386
I24_03_04.png,0.48
I56_03_04.png,0.394
I80_03_04.png,0.546
I71_03_03.png,0.574
I42_03_05.png,0.34
I47_03_05.png,0.34
I11_03_01.png,0.94
I54_03_04.png,0.32
I23_03_03.png,0.66
I73_03_05.png,0.354
I14_03_02.png,0.71
I26_03_02.png,0.866
I47_03_01.png,0.926
I65_03_04.png,0.374
I79_03_03.png,0.66
I54_03_05.png,0.286
I27_03_01.png,0.88
I61_03_02.png,0.806
I50_03_04.png,0.44
I38_03_05.png,0.354
I26_03_05.png,0.374
I68_03_02.png,0.82
I81_03_05.png,0.306
I35_03_02.png,0.906
I53_03_01.png,0.946
I02_03_01.png,0.92
I01_03_01.png,0.946
I34_03_04.png,0.434
I63_03_05.png,0.3
I74_03_05.png,0.346
I31_03_02.png,0.846
I13_03_03.png,0.686
I42_03_04.png,0.466
I41_03_03.png,0.694
I51_03_04.png,0.4
I15_03_05.png,0.266
I35_03_04.png,0.494
I25_03_02.png,0.886
I05_03_01.png,0.894
I33_03_01.png,0.914
I12_03_01.png,0.906
I48_03_05.png,0.426
I15_03_01.png,0.92
I49_03_05.png,0.36
I25_03_01.png,0.954
I21_03_05.png,0.306
I59_03_05.png,0.294
I27_03_03.png,0.5
I58_03_03.png,0.68
I39_03_02.png,0.866
I73_03_01.png,0.926
I21_03_01.png,0.94
I75_03_03.png,0.514
I06_03_05.png,0.434
I07_03_04.png,0.414
I66_03_02.png,0.82
I20_03_04.png,0.426
I60_03_05.png,0.394
I77_03_03.png,0.554
I64_03_05.png,0.354
I69_03_02.png,0.82
I17_04_05.png,0.246
I34_04_01.png,0.92
I14_04_05.png,0.38
I04_04_02.png,0.614
I47_04_02.png,0.514
I44_04_05.png,0.234
I05_04_02.png,0.6
I75_04_04.png,0.34
I12_04_01.png,0.9
I11_04_04.png,0.346
I66_04_01.png,0.88
I33_04_04.png,0.294
I43_04_04.png,0.594
I03_04_02.png,0.58
I79_04_05.png,0.226
I44_04_04.png,0.296
I33_04_02.png,0.54
I06_04_03.png,0.42
I45_04_01.png,0.94
I25_04_03.png,0.4
I59_04_05.png,0.414
I44_04_02.png,0.44
I78_04_05.png,0.294
I47_04_04.png,0.246
I02_04_03.png,0.374
I05_04_05.png,0.306
I58_04_04.png,0.214
I52_04_03.png,0.386
I59_04_01.png,0.92
I21_04_05.png,0.254
I76_04_05.png,0.266
I20_04_01.png,0.838
I80_04_04.png,0.374
I58_04_02.png,0.5
I54_04_02.png,0.646
I23_04_05.png,0.22
I30_04_04.png,0.3
I08_04_03.png,0.34
I39_04_04.png,0.24
I58_04_03.png,0.286
I47_04_05.png,0.24
I52_04_04.png,0.3
I07_04_04.png,0.212
I13_04_02.png,0.594
I57_04_03.png,0.374
I80_04_02.png,0.386
I60_04_02.png,0.394
I21_04_03.png,0.38
I57_04_04.png,0.34
I19_04_02.png,0.56
I26_04_04.png,0.466
I54_04_05.png,0.266
I45_04_03.png,0.3
I59_04_03.png,0.466
I71_04_01.png,0.82
I34_04_03.png,0.366
I68_04_02.png,0.606
I24_04_03.png,0.406
I11_04_01.png,0.894
I78_04_01.png,0.92
I57_04_02.png,0.514
I78_04_03.png,0.38
I65_04_02.png,0.64
I54_04_04.png,0.346
I65_04_04.png,0.5
I72_04_03.png,0.414
I56_04_04.png,0.366
I24_04_04.png,0.326
I09_04_03.png,0.32
I33_04_01.png,0.914
I36_04_04.png,0.226
I77_04_04.png,0.266
I78_04_04.png,0.3
I65_04_05.png,0.28
I27_04_05.png,0.254
I08_04_04.png,0.334
I46_04_04.png,0.29
I26_04_02.png,0.658
I60_04_04.png,0.24
I73_04_04.png,0.34
I22_04_05.png,0.214
I49_04_01.png,0.954
I71_04_03.png,0.274
I17_04_03.png,0.306
I09_04_04.png,0.334
I75_04_01.png,0.894
I16_04_03.png,0.24
I74_04_02.png,0.58
I37_04_04.png,0.366
I23_04_02.png,0.506
I13_04_03.png,0.54
I53_04_05.png,0.212
I77_04_03.png,0.286
I02_04_01.png,0.86
I80_04_03.png,0.274
I01_04_01.png,0.946
I32_04_04.png,0.3
I35_04_03.png,0.36
I12_04_03.png,0.346
I64_04_03.png,0.414
I10_04_01.png,0.926
I12_04_04.png,0.306
I30_04_01.png,0.926
